,userId,recsys_id,rating
9308,88,13038,4.0
9309,88,16813,4.0
9310,88,35110,4.0
9311,88,32872,4.0
9312,88,27360,5.0
9313,88,14046,5.0
9314,88,16270,5.0
9315,88,17278,5.0
9316,88,33264,5.0
9317,88,6931,4.0
9318,88,15987,3.0
9319,88,6603,5.0
9320,88,5513,5.0
9321,88,13723,4.0
9322,88,31681,4.0
9323,88,3796,4.0
9324,88,2014,4.0
9325,88,1241,3.0
9326,88,7740,5.0
9327,88,30875,3.0
9328,88,16109,4.0
9329,88,5709,4.0
9330,88,22153,4.0
9331,88,5300,4.0
9332,88,7662,4.0
9333,88,32400,3.0
9334,88,3987,5.0
9335,88,30073,4.0
9336,88,25464,4.0
9337,88,27806,5.0
9338,88,32739,4.0
9339,88,4490,4.0
9340,88,34875,5.0
9342,88,19018,4.0
9343,88,35483,4.0
9344,88,20429,3.0
9345,88,315,4.0
9346,88,33410,4.0
9347,88,21801,3.0
9348,88,4481,3.0
9349,88,8797,4.0
9350,88,18333,4.0
9351,88,31457,3.0
9352,88,11454,4.0
9353,88,21539,4.0
9354,88,1471,5.0
9355,88,3240,4.0
9356,88,20097,4.0
9357,88,13415,3.0
9358,88,20873,4.0
9359,88,4744,3.0
9360,88,26794,4.0
9361,88,31391,4.0
9362,88,7601,4.0
9363,88,13791,3.0
9364,88,2862,4.0
9366,88,22995,4.0
9367,88,4411,5.0
9368,88,23483,4.0
9369,88,25425,4.0
9370,88,18448,4.0
9371,88,10689,4.0
9372,88,22805,5.0
9373,88,31324,4.0
9374,88,6832,4.0
9375,88,5763,4.0
9377,88,7746,5.0
9378,88,13879,4.0
9379,88,13991,5.0
9380,88,26181,5.0
9381,88,18832,4.0
9382,88,32802,3.0
9383,88,12050,4.0
9384,88,34976,4.0
9385,88,8968,4.0
9386,88,18226,4.0
9387,88,29142,4.0
9388,88,24610,5.0
9389,88,9939,5.0
9390,88,32809,4.0
9391,88,16922,4.0
9392,88,4690,4.0
9393,88,3941,4.0
9394,88,9370,4.0
9395,88,24897,4.0
9397,88,8862,3.0
9398,88,10670,3.0
9399,89,9803,3.0
9400,89,18611,3.0
9401,89,10216,2.0
9402,89,19124,3.0
9403,89,23471,4.0
9404,89,32466,4.0
9405,89,26459,3.0
9406,89,13944,3.0
9407,89,9227,3.0
9408,89,29974,3.0
9410,89,16847,3.0
9411,89,25379,4.0
9412,89,3167,2.0
9413,90,14947,4.0
9414,90,6115,4.0
9415,90,4483,4.0
9416,90,2018,4.0
9417,90,19803,5.0
9420,90,16317,3.0
9421,90,19701,2.0
9422,90,20986,4.0
9423,90,22402,2.0
9424,90,26140,3.0
9425,90,24843,5.0
9426,90,711,2.0
9427,90,6041,4.0
9428,90,10389,4.0
9429,90,10446,3.0
9430,90,16623,4.0
9431,90,17941,1.0
9432,1,1,1.0
9433,90,10715,4.0
9434,90,14991,2.0
9435,90,19079,4.0
9436,90,21618,4.0
9437,90,24253,5.0
9438,90,25391,3.0
9439,90,12891,4.0
9440,90,11086,3.0
9441,90,1028,4.0
9442,90,7015,4.0
9443,90,2987,2.0
9444,90,25108,3.0
9445,90,25529,3.0
9446,90,3153,3.0
9447,90,22169,3.0
9448,90,32466,3.0
9449,90,13944,2.0
9450,90,34266,3.0
9451,90,23425,3.0
9452,90,8002,4.0
9453,90,34138,3.0
9454,90,21814,4.0
9456,90,7300,3.0
9457,90,31980,4.0
9458,90,9169,4.0
9459,90,22231,4.0
9461,90,2010,4.0
9462,90,26122,2.0
9463,90,10727,4.0
9464,90,1389,3.0
9465,90,7379,4.0
9466,90,26068,3.0
9467,90,11764,2.0
9468,90,2641,3.0
9469,90,13955,4.0
9471,1,1,1.0
9472,90,14623,3.0
9473,1,1,1.0
9474,90,9936,2.0
9475,90,9557,4.0
9476,90,18216,2.0
9477,90,10798,5.0
9478,1,1,1.0
9479,90,10943,4.0
9480,90,32322,3.0
9481,90,11528,4.0
9482,90,31769,4.0
9483,90,11673,3.0
9484,90,31395,3.0
9485,90,22663,3.0
9486,90,4511,3.0
9487,90,2643,1.0
9488,90,24160,5.0
9489,90,803,3.0
9490,90,172,4.0
9491,90,8889,2.0
9493,90,36,1.0
9494,90,22221,4.0
9495,90,24764,4.0
9496,90,18002,4.0
9497,90,29840,2.0
9498,90,2439,3.0
9499,90,28712,4.0
9500,1,1,1.0
9501,1,1,1.0
9502,90,25863,4.0
9503,90,25284,4.0
9504,90,3573,3.0
9505,90,9906,4.0
9506,90,9947,3.0
9507,90,33987,2.0
9508,90,3280,2.0
9509,90,4255,4.0
9510,90,32075,4.0
9511,90,11707,4.0
9513,90,21355,4.0
9514,90,9705,2.0
9515,90,11508,4.0
9516,90,11275,4.0
9517,90,21512,4.0
9518,90,34475,3.0
9519,90,26219,3.0
9520,90,1297,3.0
9521,90,23009,4.0
9523,90,20381,4.0
9524,90,32105,2.0
9525,90,18185,3.0
9526,90,25013,3.0
9527,90,21891,4.0
9528,90,17551,4.0
9529,90,18816,3.0
9530,90,26000,4.0
9531,90,16907,3.0
9533,90,25918,2.0
9534,90,4396,5.0
9535,90,18496,4.0
9536,90,21646,5.0
9537,90,10022,4.0
9538,90,21746,4.0
9539,90,22155,4.0
9540,90,16139,4.0
9541,90,11276,5.0
9542,90,4398,5.0
9545,90,2993,1.0
9546,90,7892,4.0
9547,90,3987,4.0
9548,90,4399,5.0
9549,90,25425,4.0
9550,90,22223,5.0
9551,90,16447,4.0
9552,90,32076,3.0
9553,90,13925,5.0
9554,90,23933,4.0
9555,90,26855,4.0
9556,90,8815,5.0
9557,1,1,1.0
9558,90,19891,4.0
9559,90,29279,4.0
9560,90,23294,2.0
9562,91,28454,5.0
9563,91,14409,3.0
9564,91,28603,4.0
9565,91,21568,5.0
9567,91,28061,2.0
9568,91,4773,4.0
9569,91,3691,4.0
9570,91,33788,3.0
9571,91,32607,4.0
9572,91,13692,5.0
9573,91,20430,3.0
9574,91,21598,4.0
9575,92,11781,1.0
9576,92,23845,3.0
9577,92,19195,4.0
9578,92,9428,2.0
9579,92,19090,3.0
9580,92,8544,1.0
9581,92,1883,3.0
9582,92,11659,4.0
9583,92,24346,4.0
9584,92,16464,3.0
9585,1,1,1.0
9586,92,991,2.0
9587,92,11707,5.0
9588,92,18496,3.0
9589,92,16909,2.0
9590,93,14813,3.0
9591,93,20052,3.0
9592,93,25886,1.0
9593,93,19195,4.0
9594,93,19513,4.0
9595,93,13064,3.0
9596,93,24399,4.0
9597,93,22199,3.0
9598,93,31741,2.0
9600,93,25409,3.0
9601,93,10943,2.0
9602,93,172,3.0
9604,93,23778,3.0
9605,93,29840,2.0
9606,93,26686,4.0
9608,93,9533,4.0
9609,94,25913,4.0
9610,94,24860,4.0
9611,94,18917,5.0
9613,94,10303,5.0
9614,94,4617,4.0
9615,94,26836,3.0
9616,94,13632,4.0
9617,94,2596,5.0
9618,94,13501,5.0
9619,94,18890,4.0
9620,94,9982,3.0
9621,94,13660,4.0
9622,94,10304,5.0
9623,94,21760,5.0
9624,94,31510,4.0
9625,95,27510,3.0
9626,95,24570,5.0
9627,95,32431,5.0
9628,95,7364,5.0
9629,95,6115,4.0
9631,95,27125,4.0
9632,95,3717,4.0
9633,95,2018,4.0
9634,95,14813,4.0
9635,95,8844,4.0
9636,95,14106,4.0
9638,95,19772,4.0
9639,95,20986,3.0
9640,95,22402,5.0
9641,95,22573,4.0
9642,95,26140,3.0
9643,95,24843,4.0
9644,95,33790,5.0
9645,95,19195,4.0
9646,95,6059,4.0
9647,95,10389,4.0
9648,95,10446,5.0
9649,95,25896,4.0
9650,95,762,4.0
9651,95,28593,4.0
9652,95,10715,4.0
9653,95,14991,4.0
9654,95,19090,4.0
9655,95,19079,3.0
9656,95,21618,4.0
9657,95,21648,5.0
9658,95,23001,4.0
9659,95,24253,5.0
9660,95,3894,5.0
9661,95,12891,3.0
9662,95,11086,4.0
9663,95,27260,3.0
9664,95,7015,4.0
9665,95,2987,4.0
9666,95,25108,5.0
9667,95,22169,4.0
9668,95,9729,5.0
9669,95,22199,4.0
9670,95,8501,5.0
9671,95,32119,4.0
9672,95,13944,2.0
9673,95,11365,4.0
9674,95,5287,5.0
9675,95,34266,4.0
9676,95,11465,4.0
9677,95,5968,4.0
9678,95,35190,4.0
9679,95,16527,4.0
9680,95,23069,4.0
9681,95,6791,4.0
9683,95,18827,4.0
9684,95,9169,5.0
9685,95,20688,5.0
9686,95,26121,4.0
9688,95,92,5.0
9689,95,31808,4.0
9690,95,2010,4.0
9691,95,26122,5.0
9692,95,1104,5.0
9693,95,22365,4.0
9695,95,10727,4.0
9696,95,1389,4.0
9697,95,1883,4.0
9699,95,26297,5.0
9700,95,12183,5.0
9701,95,27264,4.0
9702,95,11301,4.0
9703,95,11603,5.0
9704,95,20031,5.0
9705,95,5740,4.0
9706,95,24927,5.0
9707,95,26068,5.0
9708,95,2641,4.0
9709,95,34713,3.0
9710,95,4892,4.0
9712,95,25409,4.0
9713,95,14566,4.0
9714,95,22675,4.0
9715,95,11761,4.0
9716,95,9936,4.0
9717,95,16991,3.0
9718,95,9557,3.0
9719,95,6425,4.0
9720,95,975,4.0
9721,95,15844,5.0
9722,95,10728,4.0
9723,95,10943,5.0
9724,95,32322,4.0
9725,95,11528,4.0
9726,95,31769,5.0
9727,95,2218,3.0
9728,95,31395,4.0
9729,95,23487,5.0
9730,95,22663,4.0
9731,95,2642,4.0
9732,95,2643,4.0
9733,95,13956,4.0
9736,95,172,4.0
9737,95,8889,4.0
9739,95,23778,4.0
9740,95,24764,4.0
9741,95,18002,5.0
9742,95,8978,5.0
9743,95,26117,4.0
9745,95,3900,4.0
9746,95,9533,4.0
9747,95,25284,5.0
9748,95,3573,4.0
9749,95,1449,5.0
9750,95,32030,4.0
9751,95,9906,4.0
9752,95,9947,4.0
9753,95,33987,4.0
9754,95,3280,5.0
9755,95,9233,4.0
9756,95,12661,4.0
9757,95,1297,4.0
9758,95,16907,5.0
9760,95,16909,5.0
9761,95,16194,4.0
9762,95,8102,4.0
9763,95,34633,4.0
9764,95,2577,4.0
9765,95,33041,4.0
9766,95,1994,5.0
9767,95,24835,4.0
9768,95,35215,4.0
9770,95,34490,4.0
9771,95,3596,4.0
9772,95,16908,5.0
9773,95,13136,5.0
9774,95,9305,4.0
9775,95,32287,3.0
9779,95,2408,5.0
9781,95,26663,4.0
9782,95,10533,5.0
9783,96,26120,3.0
9784,96,26121,4.0
9785,96,26122,3.0
9786,96,2993,5.0
9787,96,22153,5.0
9788,96,7123,5.0
9789,96,13925,5.0
9790,96,7122,5.0
9791,96,14101,5.0
9793,97,2970,4.0
9794,97,22408,3.0
9795,97,33327,5.0
9796,97,33185,4.0
9797,97,25215,4.0
9798,97,10176,3.0
9799,97,23259,4.0
9800,97,20695,4.0
9801,97,13692,5.0
9802,97,14541,3.0
9803,97,35080,3.0
9805,97,9917,3.0
9806,97,25594,4.0
9808,98,5976,3.0
9809,98,24705,1.0
9810,98,26001,2.0
9811,98,12669,4.0
9812,98,1638,4.0
9814,98,25897,1.0
9815,98,8701,4.0
9816,98,34136,3.0
9817,98,1483,3.0
9818,1,1,1.0
9819,98,9573,3.0
9820,98,2136,3.0
9821,98,1449,5.0
9822,98,8499,4.0
9823,1,1,1.0
9824,98,16733,4.0
9825,98,33949,3.0
9826,1,1,1.0
9827,98,3638,4.0
9828,99,32074,4.0
9829,99,4483,4.0
9830,99,27125,5.0
9831,99,3237,4.0
9833,99,24843,5.0
9834,99,10389,5.0
9835,99,3894,5.0
9836,99,12891,5.0
9837,99,2987,4.0
9838,99,22169,3.0
9839,99,5287,4.0
9840,99,17611,4.0
9841,99,22365,3.0
9842,99,26056,5.0
9843,99,24927,4.0
9844,99,11764,5.0
9845,99,2641,4.0
9846,99,5128,4.0
9847,99,5237,5.0
9848,99,3608,4.0
9849,99,5980,4.0
9850,99,25283,5.0
9851,99,23611,5.0
9852,99,6809,4.0
9853,99,21846,4.0
9854,99,18002,5.0
9855,99,34999,3.0
9856,99,29840,3.0
9857,99,25284,5.0
9858,99,9906,3.0
9859,99,9947,3.0
9861,99,11707,4.0
9862,99,18082,5.0
9863,99,23057,4.0
9864,99,5317,4.0
9865,99,19134,3.0
9866,99,20921,3.0
9867,99,24601,4.0
9868,99,8366,2.0
9869,99,18816,5.0
9870,99,12203,5.0
9872,99,16907,5.0
9873,99,3146,3.0
9874,99,13428,4.0
9875,99,25918,4.0
9876,99,24553,5.0
9877,99,23284,5.0
9878,99,16909,5.0
9879,99,31929,5.0
9880,99,5356,5.0
9881,99,21646,4.0
9882,99,10022,4.0
9883,99,16908,5.0
9884,99,13136,4.0
9885,99,21322,5.0
9886,99,9305,4.0
9887,99,32953,4.0
9888,99,12202,4.0
9889,99,19553,3.0
9890,99,24170,5.0
9891,99,6088,3.0
9892,99,18456,5.0
9894,99,25171,4.0
9895,99,5933,4.0
9896,99,2993,3.0
9897,99,12199,5.0
9898,99,25112,4.0
9899,99,10416,4.0
9900,99,4311,4.0
9901,99,7740,5.0
9902,99,35252,4.0
9903,99,12201,3.0
9904,99,20097,5.0
9905,99,13415,4.0
9906,99,14981,3.0
9907,99,31391,4.0
9908,99,28761,4.0
9909,99,7123,4.0
9910,99,33085,1.0
9911,99,23396,4.0
9912,99,32443,4.0
9913,99,31324,5.0
9914,99,34592,4.0
9915,99,34976,4.0
9916,99,12200,4.0
9917,99,20886,3.0
9918,1,1,1.0
9919,99,21132,1.0
9920,99,25037,5.0
9921,99,13925,3.0
9923,99,29279,4.0
9924,99,27042,4.0
9925,99,9953,3.0
9926,99,14061,4.0
9927,99,31450,1.0
9928,99,5217,3.0
9929,99,7122,5.0
9930,99,11236,4.0
9932,99,18856,4.0
9933,99,21524,4.0
9934,99,6095,4.0
9935,99,34411,3.0
9936,99,8184,3.0
9937,1,1,1.0
9938,99,9396,3.0
9939,99,19097,2.0
9940,99,34390,1.0
9941,99,28091,4.0
9942,99,34685,1.0
9943,99,11654,4.0
9944,99,14062,4.0
9945,99,6987,3.0
9946,99,31282,5.0
9947,99,12536,3.0
9948,99,25540,4.0
9949,99,7152,2.0
9950,99,14101,4.0
9951,99,32645,4.0
9952,99,35088,3.0
9953,99,20441,3.0
9954,99,17287,3.0
9955,99,4121,3.0
9956,99,33908,5.0
9957,99,11458,5.0
9958,99,13159,4.0
9959,99,2215,3.0
9960,99,9014,3.0
9961,99,5519,2.0
9962,99,14301,5.0
9963,99,17396,4.0
9964,99,26123,3.0
9965,99,7444,2.0
9966,99,28936,4.0
9967,99,23575,4.0
9968,99,31140,5.0
9970,99,25983,4.0
9971,99,34992,2.0
9972,99,25809,3.0
9974,100,32074,4.0
9975,100,14947,3.0
9976,100,12356,4.0
9977,100,5298,4.0
9978,100,712,2.0
9979,100,32431,5.0
9980,100,7364,4.0
9981,100,6115,5.0
9982,100,31796,4.0
9984,100,21880,4.0
9985,100,32857,5.0
9986,100,18417,4.0
9987,100,19030,4.0
9988,100,10662,4.0
9989,100,24356,4.0
9990,100,4649,4.0
9991,100,12122,4.0
9992,100,4483,4.0
9993,100,27125,4.0
9994,100,3717,3.0
9995,100,2018,4.0
9996,100,23407,4.0
9997,100,6392,4.0
9998,100,6687,3.0
9999,100,8004,3.0
10000,100,14813,3.0
10001,100,14904,3.0
10002,100,19803,2.0
10003,100,25887,3.0
10004,100,33514,4.0
10006,100,8119,3.0
10008,100,14106,4.0
10009,100,26120,5.0
10010,100,16317,4.0
10011,100,19772,5.0
10012,100,19701,5.0
10013,100,20986,4.0
10015,100,22402,5.0
10016,100,22573,4.0
10017,100,31567,3.0
10018,100,26140,4.0
10019,100,24843,4.0
10020,100,26100,4.0
10021,100,31919,2.0
10022,100,33790,5.0
10023,100,711,3.0
10024,100,6041,4.0
10025,100,6059,4.0
10026,100,10389,4.0
10027,100,16623,5.0
10028,100,19513,3.0
10029,100,22826,4.0
10030,100,25896,4.0
10031,100,32308,3.0
10032,100,922,4.0
10033,100,6001,4.0
10034,100,6060,3.0
10035,100,7224,3.0
10036,100,7707,3.0
10037,100,28593,4.0
10038,100,10715,4.0
10039,100,14991,3.0
10040,100,16070,3.0
10041,100,9428,3.0
10042,100,19079,3.0
10043,100,24399,5.0
10044,100,3894,5.0
10045,100,20006,4.0
10046,100,31910,4.0
10047,100,12891,3.0
10048,100,11086,4.0
10049,100,1028,4.0
10050,100,27260,3.0
10051,100,7015,4.0
10052,100,2987,4.0
10053,100,25108,4.0
10054,100,22169,3.0
10055,100,9729,5.0
10056,100,12388,5.0
10057,100,18611,3.0
10058,100,8544,3.0
10059,100,14502,5.0
10060,100,32334,4.0
10062,100,28124,3.0
10063,100,23471,3.0
10064,100,32466,4.0
10065,100,8501,5.0
10066,100,32119,4.0
10067,100,13944,4.0
10068,100,13309,4.0
10069,100,4953,3.0
10070,100,15539,3.0
10071,100,31741,3.0
10072,100,11365,5.0
10073,100,5287,4.0
10074,100,34266,4.0
10075,100,35190,5.0
10076,100,14340,5.0
10077,100,8002,4.0
10078,100,16208,3.0
10079,100,25379,4.0
10080,100,10109,4.0
10081,100,23069,4.0
10082,100,21814,5.0
10083,100,2966,4.0
10084,100,6791,4.0
10086,100,31980,4.0
10087,100,21471,4.0
10088,100,689,4.0
10089,100,18827,4.0
10090,100,11745,4.0
10091,100,9169,5.0
10092,100,26121,5.0
10094,100,1144,3.0
10095,100,92,4.0
10096,100,2010,5.0
10097,100,26122,4.0
10098,100,11547,4.0
10099,100,1104,4.0
10100,100,4143,4.0
10102,100,1389,5.0
10104,100,26297,4.0
10105,100,12183,5.0
10106,100,27264,4.0
10107,100,11301,4.0
10108,100,17723,4.0
10109,100,18453,4.0
10110,100,7379,5.0
10111,100,11603,4.0
10112,100,5740,4.0
10113,100,28216,4.0
10114,100,24927,4.0
10115,100,26068,4.0
10116,100,7641,5.0
10117,100,11764,5.0
10118,100,32708,5.0
10119,100,2641,4.0
10120,100,12696,4.0
10121,100,6461,4.0
10122,100,12360,5.0
10123,100,31508,4.0
10124,100,13955,4.0
10126,100,5128,4.0
10127,100,26107,4.0
10128,100,25409,5.0
10129,100,8003,3.0
10130,100,26112,3.0
10131,100,26113,4.0
10132,100,11659,4.0
10133,100,14566,4.0
10134,100,17882,4.0
10135,100,22675,4.0
10136,100,25492,4.0
10137,100,29372,4.0
10138,100,16964,4.0
10139,100,11761,4.0
10140,100,2438,4.0
10141,100,9936,4.0
10142,100,16991,3.0
10143,100,6350,4.0
10144,100,9557,4.0
10145,100,18216,4.0
10146,100,6425,4.0
10147,100,6415,3.0
10148,100,975,4.0
10149,100,13321,4.0
10150,100,15844,5.0
10151,100,5585,4.0
10152,100,10943,4.0
10153,100,26455,5.0
10154,100,4279,5.0
10155,100,26160,4.0
10156,100,32322,4.0
10157,100,11528,4.0
10158,100,31769,4.0
10159,100,3608,4.0
10160,100,33314,4.0
10161,100,7104,5.0
10162,100,33623,4.0
10163,100,34468,4.0
10164,100,2139,3.0
10165,100,21645,5.0
10166,100,31395,4.0
10167,100,23487,5.0
10168,100,22663,4.0
10169,100,23050,4.0
10170,100,15900,4.0
10171,100,4511,4.0
10172,100,21959,4.0
10173,100,9453,4.0
10174,100,16432,4.0
10175,100,16433,2.0
10176,100,2642,3.0
10177,100,8701,4.0
10178,100,16155,5.0
10179,100,11367,4.0
10180,100,24160,4.0
10181,100,4134,4.0
10182,100,25963,4.0
10183,100,13956,3.0
10185,100,7404,4.0
10186,100,25283,4.0
10187,100,23611,4.0
10188,100,3223,4.0
10189,100,32793,4.0
10190,100,23639,4.0
10191,100,172,4.0
10192,100,31449,3.0
10193,100,8889,4.0
10194,100,19282,4.0
10195,100,28420,4.0
10196,100,21846,5.0
10197,100,1483,4.0
10198,100,3586,4.0
10199,100,9161,4.0
10200,100,36,4.0
10201,100,22221,4.0
10202,100,23778,5.0
10203,100,24764,4.0
10204,100,23538,3.0
10205,100,6143,4.0
10206,100,31447,5.0
10207,100,10259,4.0
10208,100,21433,4.0
10209,100,6711,3.0
10210,100,20438,4.0
10211,100,16799,4.0
10212,100,21799,4.0
10213,100,18002,5.0
10214,100,8978,4.0
10215,100,29840,4.0
10216,100,26117,4.0
10217,100,23491,5.0
10218,100,20310,4.0
10219,100,2439,4.0
10220,100,3590,4.0
10221,100,34111,2.0
10222,100,3900,4.0
10223,100,9533,5.0
10224,100,11136,5.0
10225,100,16714,4.0
10226,100,14212,5.0
10227,100,25284,4.0
10228,100,991,4.0
10229,100,1449,5.0
10230,100,7686,4.0
10231,100,31576,4.0
10232,100,4433,5.0
10233,100,23335,4.0
10234,100,32030,4.0
10235,100,9906,4.0
10236,100,8083,4.0
10237,100,9947,4.0
10238,100,31707,4.0
10239,100,23436,4.0
10240,100,33987,4.0
10241,100,3280,5.0
10242,100,25840,4.0
10243,100,8262,4.0
10244,1,1,1.0
10245,100,25400,4.0
10246,100,9777,4.0
10247,100,2650,4.0
10248,100,10114,5.0
10249,100,32075,4.0
10250,100,11707,4.0
10251,100,17512,5.0
10252,100,10831,4.0
10253,100,26995,4.0
10254,100,9757,5.0
10255,100,33529,4.0
10256,100,21355,4.0
10257,100,4224,4.0
10258,100,18606,4.0
10259,100,20074,4.0
10260,100,14673,4.0
10261,100,31375,4.0
10262,100,19683,4.0
10263,100,11508,4.0
10264,100,6081,4.0
10265,100,12661,4.0
10266,100,18537,4.0
10267,100,22106,4.0
10268,100,1519,4.0
10269,100,15247,4.0
10270,100,4959,4.0
10271,100,3606,5.0
10272,100,11275,4.0
10273,100,21423,5.0
10274,100,18854,3.0
10275,100,4029,4.0
10276,100,23751,3.0
10277,100,17393,4.0
10278,100,17394,2.0
10279,100,31767,4.0
10280,100,5685,4.0
10281,100,21356,4.0
10282,100,21512,4.0
10283,100,34475,4.0
10285,100,33732,3.0
10286,100,5423,4.0
10287,100,1297,4.0
10288,100,3422,4.0
10289,100,22915,4.0
10290,100,32596,3.0
10292,100,5317,4.0
10293,100,20381,5.0
10294,100,32105,4.0
10296,100,16952,3.0
10297,100,12066,4.0
10298,100,18185,5.0
10299,100,4076,4.0
10300,100,14756,3.0
10301,100,24220,4.0
10302,100,25013,4.0
10304,100,5999,4.0
10305,100,31970,4.0
10306,100,2358,4.0
10307,100,16048,3.0
10309,100,16287,4.0
10310,100,813,5.0
10311,100,3666,4.0
10312,100,14992,3.0
10313,100,11131,4.0
10315,100,1364,4.0
10316,100,20921,3.0
10317,100,14572,4.0
10318,100,15056,4.0
10319,100,8366,5.0
10320,100,18816,4.0
10321,100,24772,3.0
10322,100,12203,4.0
10323,100,20428,4.0
10324,100,32961,4.0
10325,100,23663,5.0
10326,100,3665,4.0
10327,100,16907,5.0
10328,100,3146,4.0
10329,100,3808,4.0
10331,100,29827,4.0
10332,100,21140,4.0
10333,100,19257,3.0
10334,100,25918,4.0
10335,100,646,4.0
10336,100,26118,4.0
10337,100,14068,4.0
10338,100,18496,5.0
10339,100,18218,3.0
10340,100,25101,3.0
10342,100,22887,4.0
10343,100,22417,4.0
10344,100,12198,4.0
10345,100,25580,4.0
10347,100,16909,5.0
10348,100,10879,4.0
10349,100,4532,4.0
10350,100,6488,3.0
10351,100,12816,4.0
10352,100,1739,4.0
10353,100,9581,4.0
10354,100,18000,4.0
10355,100,4705,4.0
10356,100,10022,4.0
10357,100,14361,3.0
10358,100,2958,5.0
10359,100,35249,4.0
10360,100,13271,4.0
10361,100,27261,3.0
10362,100,21746,3.0
10363,100,16238,3.0
10365,100,32192,4.0
10366,100,17984,4.0
10367,100,16976,4.0
10368,100,17325,4.0
10370,100,15380,4.0
10371,100,18001,4.0
10372,100,9005,4.0
10373,100,17956,4.0
10374,100,11584,4.0
10375,100,33451,4.0
10376,100,31812,4.0
10377,100,34071,4.0
10378,100,6464,4.0
10379,100,3596,4.0
10380,100,16908,5.0
10381,100,13136,3.0
10382,100,6193,4.0
10383,100,21397,3.0
10384,100,24462,4.0
10385,100,9305,5.0
10386,100,12461,4.0
10387,100,15381,4.0
10388,100,35080,3.0
10389,100,18090,4.0
10390,100,32287,4.0
10393,100,7265,4.0
10394,100,24148,4.0
10395,100,12202,4.0
10396,100,19553,4.0
10397,100,25919,4.0
10398,100,1706,4.0
10399,100,13601,4.0
10400,100,17703,4.0
10401,100,33152,4.0
10402,100,25327,4.0
10403,100,24837,4.0
10404,100,25073,4.0
10405,100,13940,4.0
10406,100,10023,4.0
10407,100,19690,3.0
10408,100,5139,3.0
10409,100,16354,4.0
10411,100,18456,4.0
10412,100,5536,4.0
10413,100,16498,4.0
10414,100,2499,4.0
10415,100,34267,4.0
10416,100,6423,3.0
10417,100,23455,4.0
10419,100,25171,5.0
10420,100,28992,4.0
10421,100,15533,4.0
10422,100,26119,4.0
10423,100,19010,4.0
10424,100,33429,3.0
10425,100,9694,3.0
10426,100,33610,3.0
10427,100,14271,4.0
10428,100,24602,4.0
10429,100,27876,4.0
10431,100,6505,3.0
10433,100,5135,5.0
10435,100,15578,4.0
10436,100,4643,4.0
10437,100,14544,4.0
10438,100,26890,4.0
10439,100,12199,4.0
10440,100,24053,4.0
10441,100,5886,4.0
10442,100,15499,4.0
10443,100,19144,4.0
10444,100,32249,3.0
10445,100,19546,4.0
10446,100,32872,4.0
10448,100,8462,4.0
10449,100,21018,4.0
10450,100,22026,4.0
10451,100,6931,3.0
10452,100,5272,4.0
10453,100,15987,4.0
10454,100,7892,4.0
10455,100,34693,4.0
10456,100,15942,3.0
10457,100,19420,4.0
10458,100,17823,4.0
10459,100,16699,4.0
10461,100,19919,4.0
10462,100,13723,4.0
10463,100,34052,2.0
10464,100,12867,4.0
10465,100,14653,5.0
10466,100,2014,4.0
10467,100,4311,5.0
10468,100,5709,4.0
10469,100,5300,4.0
10470,100,32400,3.0
10471,100,9225,4.0
10472,100,2310,4.0
10473,100,4490,4.0
10474,100,34875,4.0
10475,100,35302,4.0
10476,100,16121,4.0
10477,100,35252,4.0
10478,100,32136,3.0
10479,100,727,4.0
10480,100,25170,4.0
10481,100,20097,5.0
10482,100,13415,4.0
10483,100,14981,5.0
10484,100,14218,4.0
10485,101,12356,2.0
10486,101,11432,3.0
10487,101,32431,3.0
10489,101,4649,3.0
10491,101,2018,3.0
10492,101,2995,3.0
10493,101,7806,3.0
10494,101,14904,1.0
10495,101,19701,3.0
10497,101,22402,4.0
10498,101,22553,5.0
10499,101,33204,2.0
10500,101,711,1.0
10501,101,6041,3.0
10502,101,6745,3.0
10503,101,25896,2.0
10504,101,32308,3.0
10505,101,6060,1.0
10506,101,7707,1.0
10507,101,10715,3.0
10508,101,11027,3.0
10509,101,12156,5.0
10510,101,13878,3.0
10511,101,14991,1.0
10512,101,16070,3.0
10513,101,9428,2.0
10515,101,23439,3.0
10516,101,23553,4.0
10517,101,24737,2.0
10518,101,26451,3.0
10519,101,32313,5.0
10520,101,1028,2.0
10521,101,27260,3.0
10522,101,7015,2.0
10523,101,2987,3.0
10524,101,25108,1.0
10525,101,32466,1.0
10526,101,9263,3.0
10529,101,18023,3.0
10530,101,16118,4.0
10531,102,22073,1.0
10532,102,29136,1.0
10533,102,2127,1.0
10534,102,24925,1.0
10535,102,26105,1.0
10536,102,25406,1.0
10537,102,24348,1.0
10538,102,20974,1.0
10539,102,21568,1.0
10540,102,22165,1.0
10541,102,9419,1.0
10542,102,18606,1.0
10543,102,33788,1.0
10544,102,31970,1.0
10545,102,4705,1.0
10546,103,14947,5.0
10547,103,32431,3.0
10548,103,16207,1.0
10549,103,24356,4.0
10550,103,32707,3.0
10551,103,14904,1.0
10552,103,19803,4.0
10553,103,25887,2.0
10554,103,26372,3.0
10555,103,26120,5.0
10556,103,19169,4.0
10557,103,19777,1.0
10559,103,22402,3.0
10560,103,26140,5.0
10561,103,26100,5.0
10562,103,33204,3.0
10563,103,31733,3.0
10565,103,4204,4.0
